Truth,Neural Network(Mean),Neural Network(Min),Neural Network(Max), Fall?
0.0,0.0,0.0,0.0,True
9.0,5.910544487039182,0.0,8.108837358488572,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
3.0,0.10813166505912102,0.0,2.1788307212365225,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
16.0,8.999617822344723,0.0,12.209043850976606,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,1.073818125077671,0.0,2.4206368103988893,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
4.0,7.886687982943193,0.0,10.424001653552615,True
0.0,0.18865032928236827,0.0,1.7911219249469923,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0025544717639709377,0.0,1.1577075378871342,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
