Truth,Neural Network(Mean),Neural Network(Min),Neural Network(Max), Fall?
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.06757641624585622,0.0,1.3413871397554473,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0012232535637563444,0.0,0.3240166703759684,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.048981666460108715,0.0,1.0973045210705834,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
5.0,0.0010963884299444756,0.0,0.559840523951884,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
7.0,4.220032583356838,0.0,6.381422539927144,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
4.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,True
14.0,9.827572319710333,0.0,13.194154427395844,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
24.0,17.648012738188676,0.0,22.179486561590295,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
2.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
2.0,10.167521868094694,0.0,14.408844603094849,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
4.0,4.564563194702102,0.0,6.7569027004443,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
0.0,0.0,0.0,0.0,True
